From,To,length(in meters)
12800,12799,40.299
12542,12426,25.723
10951,10875,10.359
10875,10801,9.798
10801,10702,13.639
10574,10466,14.648
10466,10406,10.247
10406,10236,21.698
10147,9977,20.767
9977,9832,14.453
12130,12252,12.553
12252,12274,13.703
12274,12266,38.224
12632,12484,18.044
12484,12292,26.642
12575,12580,16.333
12584,12580,12.903
12580,12339,24.308
12326,12196,12.372
12256,12257,9.2
12258,12257,21.754
11979,12105,11.764
12256,12245,6.133
12196,12245,15.963
12105,12140,16.619
12245,12140,10.247
11979,11804,24.634
12511,12154,37.39
12729,12465,17.346
11981,12028,5.36
11804,11810,7.706
11809,11428,42.826
8261,8262,24.026
12653,12658,27.353
12762,12658,15.414
12542,12658,17.266
12226,11715,108.621
11399,11715,45.338
11010,11063,10.543
6054,6047,12.447
13559,13365,21.505
19053,19112,22.974
18923,18944,4.684
18993,18994,5.412
19470,19354,13.389
19314,19349,4.387
19354,19349,37.11
19744,19610,13.642
19314,19571,26.473
19758,19571,13.686
19571,19319,25.95
19610,19607,18.643
19518,19607,9.514
19518,19256,19.361
19262,19256,36.704
18387,18433,3.884
18961,19005,6.296
18541,18421,9.387
18232,18184,3.951
18184,18077,8.725
18077,18049,3.773
2925,2906,4.821
2892,2906,7.244
9342,9404,6.155
15734,15740,1.152
15674,15746,15.013
15190,15173,3.713
15132,15125,6.024
14773,15104,18.247
15125,15104,25.779
15173,15042,10.441
14773,14782,15.618
15042,14782,35.166
14517,14482,2.38
14482,14785,42.109
14785,14825,10.999
14825,14857,22.888
15735,15798,13.014
15798,15801,16.981
15798,15592,11.19
16294,16434,13.077
16434,16437,14.259
16437,16459,6.762
16459,16660,16.86
16459,16546,23.686
16546,16715,15.144
16546,16654,27.159
16654,16714,6.673
16434,16677,21.341
16669,16732,16.953
17101,17106,17.424
16434,16431,37.728
16667,16431,20.685
16384,16431,4.838
16356,16354,8.129
16540,16496,3.413
16496,16562,14.578
16718,16557,14.578
16354,16557,19.471
16562,16557,11.434
15801,15430,22.261
13418,13420,5.278
13423,13420,6.93
13420,13640,30.902
13259,13250,16.212
11054,10815,36.567
10541,10369,21.913
10125,10058,7.36
16582,16736,14.053
16736,16979,20.932
16979,16973,22.395
16973,16951,3.983
16951,16929,3.384
16677,16924,21.274
16732,16930,16.847
17106,16930,11.741
14487,15031,30.317
14994,15031,11.51
16783,16547,20.68
12918,13126,6.161
9468,9373,8.299
8976,8665,33.459
8665,8659,3.195
8659,8649,6.877
8649,8638,3.379
8638,8636,2.502
8897,8771,14.791
9141,9138,12.989
9138,9192,4.081
9020,9027,25.591
9138,9027,12.892
8795,8537,22.728
8795,9605,80.694
9745,9605,17.676
9822,9839,4.054
9839,9857,6.337
9857,9865,61.729
9865,9878,92.724
9745,9748,74.425
9484,9483,1.73
9677,9587,9.675
8950,8967,3.256
9197,9258,7.753
9559,9533,3.436
9397,9533,21.698
9330,9479,13.621
9690,9687,19.957
9685,9687,19.263
9687,9552,16.424
9404,9473,8.414
9533,9473,7.722
8775,8776,4.852
8870,8871,33.671
9060,8999,8.791
5689,5943,17.269
7799,7773,29.098
7820,8321,84.564
8520,8396,10.011
7817,8396,95.651
8395,8396,21.329
22731,22847,17.611
22153,22360,21.064
22848,22840,33.003
22524,22490,7.406
22360,22490,16.547
22731,22498,41.532
22368,22498,17.725
22848,22851,18.873
22847,22851,5.76
22731,22743,21.281
22851,22743,14.664
22743,22665,12.054
22524,22664,26.087
22526,22608,18.326
22526,22525,6.929
22608,22614,7.224
22363,22530,23.929
22525,22530,24.217
22153,22144,33.08
22368,22144,21.784
21795,21791,32.886
22840,22834,31.291
22588,22589,11.606
22589,22513,16.826
22508,22513,11.365
22199,22398,20.36
22513,22398,16.804
22397,22398,11.094
22747,22746,38.412
21774,21801,3.624
21802,21801,26.729
22566,22870,46.213
21868,21878,5.575
15673,16179,30.454
14558,14996,23.418
13878,14204,18.977
14996,14204,87.666
15532,15200,22.962
14996,15200,14.756
14766,14535,14.25
14204,14535,19.424
1663,1645,13.452
1572,1544,15.123
1494,1484,3.369
1672,1675,10.56
5613,6234,46.814
6178,6182,21.523
6182,6179,16.643
5623,5621,16.585
5466,5615,10.441
5613,5615,24.365
5621,5615,44.922
6472,6402,6.438
6907,6730,21.216
6907,6911,14.054
6907,6906,7.123
6720,6725,7.494
6855,6788,7.561
6720,6788,6.951
6725,6788,9.96
6788,6821,5.762
6175,6237,3.425
6788,6714,49.105
7306,6951,32.649
7489,6946,52.596
7489,7490,21.397
7490,7303,20.016
7309,7308,10.969
7306,7308,7.858
7494,7492,42.051
7490,7492,42.611
7308,7492,19.871
7494,7312,19.731
6472,6473,7.191
5615,5876,18.581
6179,5882,24.865
5621,5882,18.493
7759,7760,28.312
7727,7805,18.436
8134,8095,17.797
8095,8096,22.945
7823,7824,16.236
8134,8149,6.108
7805,7947,22.895
7810,7908,17.717
8173,8271,17.596
8149,8210,10.642
8349,8350,11.017
8350,8291,11.527
7810,7811,17.474
8343,8345,40.146
8476,8345,13.222
8119,8118,10.109
8175,8120,9.997
8119,8120,17.648
7811,8055,37.395
8120,8055,10.286
8181,8385,38.207
8294,8179,20.949
8181,8179,20.412
8181,8062,19.915
8055,8062,52.775
8462,8461,50.4
9595,9130,44.39
9128,9130,49.704
8343,8342,24.809
8995,8994,19.435
8096,7853,33.938
8342,8533,19.104
8476,8498,9.234
8524,8498,7.548
8918,8498,38.488
8995,8821,17.958
8524,8530,8.097
8815,8530,25.208
8350,8407,8.307
8461,8407,11.45
8413,8465,8.182
8995,8996,41.209
8815,8996,18.304
8918,8993,13.28
8996,8993,6.07
8918,8906,18.192
8900,8906,10.753
9501,9279,19.972
9285,9286,7.809
9501,9503,36.715
9286,9503,19.804
9501,9499,19.832
9499,9047,42.454
9663,9496,19.706
9663,9666,38.997
9492,9666,20.272
9149,9381,19.771
8797,8799,16.508
8716,8711,39.653
8799,8711,9.23
8716,8718,26.046
9149,9146,16.874
8718,9146,45.713
9663,9662,19.986
9492,9383,10.487
9381,9383,36.909
9492,9557,12.465
9225,9561,44.499
9697,9561,24.306
6085,6094,76.703
6094,6029,12.986
6029,5869,17.106
5869,5306,41.484
5306,5186,13.369
5186,5146,15.298
5146,5145,77.212
5238,5153,29.813
4951,4789,38.239
4789,4747,15.715
4383,4330,16.674
23495,23576,13.537
8505,8408,7.684
8349,8408,8.49
8407,8408,10.594
8413,8408,6.944
8405,8489,9.613
8465,8489,3.876
8712,8489,25.033
8505,8627,11.271
8489,8627,13.023
9878,9881,9.212
9948,9881,6.327
9952,9892,6.461
1938,1964,29.613
1964,1983,8.734
1983,2136,35.805
2136,2163,5.944
2396,2451,13.761
2451,2462,6.532
2462,2486,20.541
2516,2533,22.834
2528,2533,10.942
2724,2733,49.064
2754,2733,50.509
22525,22575,15.347
22614,22575,14.08
21826,21785,3.329
21854,21851,3.524
15825,15632,13.741
15441,15632,20.616
16074,15685,23.082
15764,15685,3.595
15508,15685,17.377
8915,8344,83.254
6658,6503,40.901
12532,12267,27.778
11902,11905,3.073
11967,11931,10.451
11902,11931,11.104
17666,17672,45.854
17666,17762,14.383
17672,17984,28.99
18560,18532,61.677
17762,18532,56.418
11905,11898,4.323
11890,11898,11.242
11890,11903,7.086
12118,11969,14.175
11903,11969,10.795
456,574,66.819
574,708,68.04
858,803,54.533
772,803,16.081
770,803,9.061
2733,2668,13.913
2918,2831,13.07
2782,2831,9.756
2785,2831,64.062
2754,2838,117.803
2982,2851,68.916
2973,2890,91.632
2831,2890,77.582
2982,2898,12.993
3468,3332,17.33
3777,3640,14.806
4046,4013,18.185
4089,4013,13.61
4132,4285,23.213
4285,4391,14.843
4391,4513,14.785
4513,4636,21.567
4636,4751,21.218
4753,4758,6.882
4753,4762,7.728
4762,4809,7.945
4758,4827,8.064
4809,4869,6.345
4827,4918,10.323
4751,5044,58.649
4869,5090,14.904
5044,5090,4.179
4918,5170,17.196
5090,5170,15.264
5090,5224,13.501
5170,5281,28.622
5170,5318,17.33
5488,5628,11.229
8876,8875,3.537
8953,8875,9.164
13537,13554,2.663
13554,13564,3.871
13571,13574,2.992
13574,13598,4.209
13598,15199,103.111
15199,15314,8.961
15314,15382,9.072
14494,15402,56.536
15382,15402,50.607
766,775,9.306
775,802,6.142
865,962,32.358
962,961,40.577
1040,1096,19.729
1408,1372,36.95
1708,1713,6.334
1713,1718,23.348
1718,1723,18.838
1723,1726,21.747
1592,1731,60.53
1726,1731,13.154
1731,1736,31.67
10328,10253,9.026
121,120,10.536
102,129,11.618
121,128,42.51
129,128,9.753
120,122,4.276
122,177,26.899
405,418,57.91
24619,24623,10.215
24614,24623,18.655
19194,19203,10.362
19307,19343,5.653
19343,19406,5.611
20179,20916,77.982
20916,20993,6.555
20993,21041,10.752
21041,21106,12.148
20955,21130,12.466
21106,21130,68.779
21130,21147,18.103
21690,21721,22.755
21753,21721,18.232
17221,17852,48.488
2171,2355,43.692
2461,2355,20.204
568,605,14.809
618,603,12.781
575,603,21.963
618,628,14.419
648,668,11.285
683,690,7.233
697,699,43.302
690,701,5.153
699,701,31.828
668,703,16.507
703,733,11.232
697,734,30.306
734,736,7.742
736,738,8.51
699,779,33.69
779,826,14.259
826,853,14.534
856,882,12.25
853,886,15.186
856,935,74.482
886,935,19.01
882,924,15.546
924,1090,65.688
1090,1105,7.754
1105,1159,56.44
1172,1181,26.3
9795,9864,11.432
9926,9916,4.309
9786,9931,12.165
9912,9936,6.464
9926,9944,5.397
9873,9944,5.313
9864,9955,16.525
9936,9965,7.68
9965,9994,10.645
9955,10008,14.649
9994,10044,8.989
9931,10048,14.668
10008,10113,17.69
10044,10126,17.233
10113,10133,5.043
10048,10148,12.365
10162,10173,5.619
10126,10190,21.418
10190,10228,18.466
10173,10229,20.9
10228,10254,11.718
10148,10267,17.192
10254,10284,9.068
10229,10291,21.207
10284,10308,8.519
10308,10330,8.008
10330,10354,10.369
10291,10359,20.715
10267,10366,12.698
10354,10380,9.668
10275,10402,15.104
10380,10407,7.92
10359,10409,14.963
10409,10421,6.204
10407,10424,8.485
10419,10431,4.864
10424,10437,9.283
10421,10481,23.015
10395,10473,47.445
10402,10505,12.963
10366,10509,17.291
10506,10550,16.393
10472,10547,8.068
10481,10547,21.738
10550,10565,13.165
10494,10607,13.169
10547,10603,27.199
10603,10623,11.721
10509,10654,16.469
7552,7269,88.114
197,185,8.658
78,185,77.303
148,228,48.428
185,253,38.669
253,272,11.381
280,274,5.686
272,275,4.694
274,275,4.094
280,296,9.975
247,317,34.123
330,317,9.44
340,317,11.181
296,317,13.616
287,320,26.408
340,320,14.796
296,320,10.745
374,360,10.207
320,359,22.515
359,380,11.085
362,381,16.749
360,381,11.759
406,429,11.888
468,429,26.483
406,420,12.291
381,420,20.696
447,439,8.132
429,439,10.831
420,439,11.944
455,458,4.573
447,459,5.182
455,459,4.822
458,460,5.158
460,481,19.432
512,524,14.862
524,550,32.89
603,619,8.864
550,619,54.1
619,630,16.289
628,643,9.401
648,643,3.515
630,643,11.081
643,663,20.9
797,842,42.105
874,866,8.815
774,866,82.794
920,979,47.988
985,979,3.142
989,1002,7.882
1091,1016,62.173
1006,1016,8.966
1002,1016,6.819
1016,1025,2.521
1025,1041,11.604
1295,1235,32.313
1227,1235,5.139
1185,1265,43.654
1327,1265,42.984
1425,1486,65.101
1486,1529,31.371
1535,1561,10.45
1574,1561,8.308
1529,1561,24.268
1628,1615,4.604
1599,1615,6.852
1535,1625,75.06
1561,1642,73.969
1686,1662,15.639
1642,1662,28.929
1867,1878,4.464
1878,1890,3.111
1890,1898,4.675
1915,1908,9.087
1898,1908,7.03
1960,1912,18.529
1908,1912,2.671
1829,1919,71.834
2149,2088,16.54
1698,2088,286.291
2066,2088,7.76
1919,2083,109.718
2145,2153,3.636
2088,2161,12.468
2159,2162,4.919
2149,2166,9.103
2119,2166,8.487
2158,2177,11.797
2145,2177,8.156
2202,2183,18.281
2161,2183,6.878
2177,2193,7.326
2188,2193,7.563
2210,2197,4.561
2159,2197,28.34
2188,2197,7.933
2239,2203,19.386
2083,2203,52.653
2183,2203,9.649
2166,2212,34.331
2202,2219,10.912
2271,2219,25.289
2166,2219,19.112
2239,2253,10.266
2308,2253,26.362
2219,2253,8.253
2653,2658,5.356
2810,2658,85.208
3164,3258,37.46
3258,3310,28.625
3310,3376,26.429
3376,3531,40.597
3842,3663,50.268
3531,3663,31.605
3921,4018,44.056
4018,4026,15.261
4026,4079,25.519
4060,4086,4.372
4079,4086,15.067
4151,4210,7.715
4262,4210,16.695
4114,4210,32.332
4244,4270,4.834
4262,4308,16.897
4270,4308,5.392
4375,4319,20.442
4210,4319,15.006
4319,4379,8.586
4375,4406,13.123
4471,4406,19.69
4308,4406,14.885
4270,4460,64.892
4455,4483,10.957
4406,4483,9.583
4493,4512,2.318
4545,4512,5.823
4483,4512,3.833
4510,4515,4.418
4510,4519,5.717
4512,4531,3.044
4515,4531,4.336
4519,4607,38.162
4460,4579,43.433
4704,4782,36.426
4914,5060,25.001
5060,5231,39.502
5231,5368,30.373
5261,5435,34.236
5368,5439,17.947
5439,5559,17.161
5559,5594,6.465
5594,5629,7.035
5629,5667,5.161
5667,5705,4.397
5506,5721,43.771
5705,5763,3.842
5874,5927,4.52
5874,5937,8.981
5937,6002,13.093
5763,6117,75.497
6002,6152,23.685
6117,6176,12.998
6245,6261,4.554
6152,6288,20.989
6245,6328,23.932
6288,6360,21.322
6360,6643,78.152
6328,6874,155.722
6643,6878,69.428
6944,6892,10.847
6892,6918,3.758
6878,6929,11.709
6918,6929,6.384
6874,6957,9.529
6957,6973,2.026
6944,6976,10.381
7062,6996,13.105
6918,6996,7.24
6976,7001,4.063
6973,7053,18.473
7053,7096,19.221
7062,7113,9.767
7269,7113,39.876
6976,7113,11.602
7096,7126,4.949
7203,7146,13.291
6886,7146,53.611
6996,7146,11.164
7001,7208,41.09
7126,7216,18.991
7146,7218,7.055
7203,7235,8.915
7640,7235,129.527
7113,7235,11.223
7216,7237,3.939
7218,7237,2.512
7203,7275,10.485
7237,7275,12.279
7235,7317,11.434
7275,7317,9.456
7208,7332,34.013
7332,7381,13.655
7317,7456,39.467
7456,7485,8.329
7550,7518,11.306
7423,7518,19.779
7485,7504,13.585
7381,7516,42.021
7518,7516,1.514
7504,7530,11.776
7530,7566,11.827
7620,7594,11.466
7552,7594,7.79
7516,7594,8.919
7566,7602,8.423
7602,7634,14.699
7622,7638,6.851
7594,7643,8.421
7638,7651,6.546
7620,7652,11.837
7689,7652,12.5
7638,7652,4.704
7674,7653,11.043
7640,7653,6.574
7643,7653,3.286
7634,7667,16.879
7653,7694,7.911
7667,7694,10.088
7674,7713,10.946
7732,7713,12.647
7652,7713,11.394
7674,7720,9.454
7850,7720,33.012
7694,7720,11.851
7651,7723,29.438
7713,7741,10.968
7720,7741,11.067
7741,7744,2.448
7741,7748,4.671
7744,7756,7.062
7723,7766,23.598
7748,7777,7.45
7756,7779,9.382
7779,7800,6.391
7777,7803,5.691
7800,7825,9.016
7766,7828,18.618
7868,7831,9.117
7803,7831,5.559
7825,7845,7.56
7845,7858,7.72
7828,7881,18.994
7858,7883,9.604
7883,7934,10.65
7881,7991,18.369
7934,7994,13.254
7994,8030,8.996
8030,8071,8.673
7991,8082,19.392
8071,8100,7.945
8082,8125,9.063
8091,8125,22.847
8125,8144,4.773
8100,8157,13.679
8157,8194,9.961
8144,8205,15.881
8194,8269,17.722
8344,8281,21.769
8091,8281,52.325
8269,8297,7.2
8297,8314,6.99
8205,8319,31.003
8314,8329,5.4
8281,8339,17.97
8319,8339,14.757
8329,8453,16.735
8319,8469,21.083
8339,8469,13.226
8453,8557,11.504
8557,8699,13.457
8469,8738,27.485
8699,8780,10.152
8738,8803,7.83
8803,8834,4.347
8834,8899,6.698
8780,8908,14.971
8933,8935,7.688
8937,8935,0.233
8899,8935,5.53
8864,8936,7.639
8936,8957,3.617
8957,8978,5.869
8935,8991,6.56
8978,8992,5.499
8991,8992,4.107
8908,9040,15.696
8991,9071,9.249
9040,9156,14.757
9071,9190,13.418
9190,9264,8.732
8936,9293,34.609
9264,9293,2.306
9156,9301,13.689
9469,9334,12.343
9293,9334,3.269
8769,9413,61.361
9538,9413,12.599
9334,9413,9.468
9301,9451,14.4
8825,9549,69.953
9634,9549,11.749
9413,9549,20.009
9549,9585,8.862
9610,9590,6.858
9581,9590,2.324
9469,9590,14.567
9451,9601,18.777
9590,9632,4.781
9601,9671,7.925
9585,9668,17.071
9634,9681,8.998
9585,9681,10.313
9916,9682,23.836
9632,9682,4.913
9795,9746,8.932
9912,9747,25.346
9668,9747,19.979
9786,9758,3.676
9681,9758,10.592
9746,9758,2.434
10623,10665,23.43
10607,10683,8.474
10747,10766,5.248
10683,10802,11.521
10821,10852,3.282
11746,10912,76.758
10839,10959,10.902
10959,11043,10.909
10948,11113,21.533
11043,11244,20.44
11391,11284,8.79
11391,11282,9.79
10787,11282,49.696
11281,11282,7.673
11284,11282,11.529
11244,11285,2.824
11284,11285,6.001
23495,23319,11.364
52,93,18.875
159,93,30.372
74,93,11.278
159,202,21.939
157,248,37.898
248,260,4.624
274,268,4.689
260,268,5.284
202,285,32.63
353,329,11.871
459,462,4.408
462,473,6.805
473,482,5.543
736,635,47.514
596,635,21.022
736,897,68.563
897,922,5.961
922,1031,44.556
1191,1188,8.325
1031,1188,57.681
1188,1346,49.807
1191,1495,143.446
1346,1724,189.421
1724,2172,138.06
2399,2408,42.559
2408,2422,53.852
2493,2436,11.665
2172,2441,59.135
2436,2441,8.85
8342,8341,19.996
8994,8341,62.437
21154,21159,9.833
21180,21185,27.861
21185,21247,31.647
21154,21277,8.825
21247,21285,30.076
21285,21296,55.513
21295,21298,39.795
21164,21322,12.58
21530,21334,8.305
21334,21333,8.379
21319,21332,59.985
21322,21332,61.026
21334,21337,12.11
21319,21352,53.768
21130,21354,10.861
21340,21354,5.331
21277,21365,77.928
21354,21365,12.618
21352,21367,27.232
21340,21374,31.714
21367,21395,15.894
21548,21392,6.579
21347,21392,7.15
21395,21406,41.335
21400,21406,36.095
21400,21428,26.765
21428,21445,50.996
21445,21458,74.197
21467,21471,26.256
21490,21489,45.293
21458,21488,41.832
21489,21488,47.023
21392,21492,6.63
21614,21508,5.441
21505,21512,32.839
21498,21506,41.275
21508,21506,9.345
21505,21513,16.618
21512,21514,39.157
21490,21516,44.229
21514,21516,26.575
21492,21541,6.401
21541,21606,10.78
21606,21649,11.185
21649,21811,31.377
21811,21925,32.243
22566,21985,71.576
21925,22084,50.478
22144,22131,2.235
22037,22131,11.065
22084,22178,31.617
22178,22243,12.768
22153,22260,19.286
22360,22260,19.611
22368,22260,20.25
22144,22260,20.126
22243,22393,36.862
22360,22428,18.706
22368,22428,19.068
22490,22428,18.108
22498,22428,19.399
22393,22441,24.559
22441,22562,50.226
22562,22594,16.577
22736,22678,9.275
22734,22740,2.649
22803,22740,24.49
22727,22740,5.15
22740,22745,5.336
22707,22756,10.394
22745,22832,12.1
22832,22833,1.403
22832,22837,1.4
22833,22843,1.411
22837,22853,1.408
22843,22855,1.398
22853,22864,1.406
22864,22876,1.404
22866,22882,1.403
22876,22889,1.402
22882,22895,1.41
22889,22902,1.406
22895,22907,1.401
22902,22909,1.406
22907,22910,1.409
22909,22910,1.403
22972,23021,5.054
22437,23029,81.907
22995,23029,6.878
22889,23083,40.994
22895,23090,28.276
23021,23090,4.765
23083,23090,67.47
23293,23089,11.753
23029,23089,12.011
23299,23104,11.26
23075,23104,1.624
23104,23106,36.885
23106,23114,21.386
23312,23120,11.469
23042,23120,3.812
23113,23120,7.935
23119,23120,6.098
23320,23115,12.035
23023,23115,4.587
23112,23115,5.982
23118,23115,8.243
23089,23128,6.507
23139,23138,19.288
23083,23130,11.667
23149,23148,18.66
23070,23140,14.965
23148,23150,21.349
23159,23172,7.31
23344,23155,12.977
23153,23155,10.069
23155,23154,8.533
23164,23167,8.408
23169,23167,7.644
23090,23176,6.793
23172,23175,6.766
23150,23177,40.358
23160,23177,15.968
23169,23170,2.271
23175,23180,7.094
23130,23184,13.922
23186,23190,52.192
23159,23203,2.624
23191,23203,29.436
23205,23192,43.467
23205,23194,43.998
23191,23194,39.166
23192,23199,54.473
23197,23199,9.306
23154,23198,2.384
23352,23195,13.324
23910,23326,70.109
23202,23326,9.73
23324,23326,37.438
23326,23327,50.385
23905,23333,68.598
